Date,Consumption
2014-03-31,1446.1139999999998
2014-04-01,1478.178
2014-04-02,1471.1660000000006
2014-04-03,1470.5479999999998
2014-04-04,1461.671
2014-04-05,1237.8490000000004
2014-04-06,1131.5530000000006
2014-04-07,1448.6639999999998
2014-04-08,1496.5910000000001
2014-04-09,1497.4730000000006
2014-04-10,1485.1450000000002
2014-04-11,1454.7720000000004
2014-04-12,1227.196
2014-04-13,1129.114
2014-04-14,1478.4270000000001
2014-04-15,1504.5069999999994
2014-04-16,1486.5810000000006
2014-04-17,1452.004
2014-04-18,1150.0439999999999
2014-04-19,1146.115
2014-04-20,1022.5380000000004
2014-04-21,1059.095
2014-04-22,1412.3589999999995
2014-04-23,1447.726
2014-04-24,1450.8869999999995
2014-04-25,1426.432
2014-04-26,1217.886
2014-04-27,1130.9929999999995
2014-04-28,1451.7639999999994
2014-04-29,1468.1429999999998
2014-04-30,1432.0600000000006
2014-05-01,1099.884
2014-05-02,1308.181
2014-05-03,1196.0950000000005
2014-05-04,1111.713
2014-05-05,1423.7020000000002
2014-05-06,1451.3139999999999
2014-05-07,1464.4220000000007
2014-05-08,1471.6329999999996
2014-05-09,1450.3789999999995
2014-05-10,1221.389
2014-05-11,1122.323
2014-05-12,1449.9730000000006
2014-05-13,1471.536
2014-05-14,1473.9
2014-05-15,1468.2439999999995
2014-05-16,1430.868
2014-05-17,1206.499
2014-05-18,1107.4330000000002
2014-05-19,1421.566
2014-05-20,1449.0739999999994
2014-05-21,1457.263
2014-05-22,1459.2340000000006
2014-05-23,1429.8320000000006
2014-05-24,1199.258
2014-05-25,1089.246
2014-05-26,1429.811
2014-05-27,1464.019
2014-05-28,1441.6220000000005
2014-05-29,1128.151
2014-05-30,1261.208
2014-05-31,1147.44
2014-06-01,1068.982
2014-06-02,1403.083
2014-06-03,1433.509
2014-06-04,1444.044
2014-06-05,1436.595
2014-06-06,1403.466
2014-06-07,1176.8980000000001
2014-06-08,1029.637
2014-06-09,1075.3930000000003
2014-06-10,1425.094
2014-06-11,1452.2820000000006
2014-06-12,1433.9459999999995
2014-06-13,1409.767
2014-06-14,1173.157
2014-06-15,1060.016
2014-06-16,1372.914
2014-06-17,1404.6090000000006
2014-06-18,1395.3539999999994
2014-06-19,1208.285
2014-06-20,1310.3580000000004
2014-06-21,1155.962
2014-06-22,1066.92
2014-06-23,1403.576
2014-06-24,1434.542
2014-06-25,1434.4100000000005
2014-06-26,1413.0609999999995
2014-06-27,1400.1650000000006
2014-06-28,1192.279
2014-06-29,1094.965
2014-06-30,1398.098
2014-07-01,1407.2340000000006
2014-07-02,1418.9359999999995
2014-07-03,1424.6260000000002
2014-07-04,1401.1929999999998
2014-07-05,1192.7409999999998
2014-07-06,1096.5190000000002
2014-07-07,1415.3629999999994
2014-07-08,1455.751
2014-07-09,1446.773
2014-07-10,1430.759
2014-07-11,1403.1090000000006
2014-07-12,1176.602
2014-07-13,1078.0569999999998
2014-07-14,1386.7620000000006
2014-07-15,1424.1340000000007
2014-07-16,1436.438
2014-07-17,1439.7700000000002
2014-07-18,1419.386
2014-07-19,1207.5869999999998
2014-07-20,1113.844
2014-07-21,1429.3499999999995
2014-07-22,1440.878
2014-07-23,1428.8970000000004
2014-07-24,1425.5119999999995
2014-07-25,1396.902
